mapblklot,analysis_neighborhood
5054ACOMC,Bayview Hunters Point
2651010,Castro/Upper Market
2698032,Castro/Upper Market
4224090,Potrero Hill
0490020,Marina
3560020D,Castro/Upper Market
6656009,Glen Park
7326003,Lakeshore
1851006,Inner Sunset
0072009,Russian Hill
3540148,Castro/Upper Market
2631057,Inner Sunset
0572005,Russian Hill
1074003,Presidio Heights
4591D039,Bayview Hunters Point
0277002,Nob Hill
0196031,Chinatown
7100021,Outer Mission
1372006,Inner Richmond
4276003D,Mission
0674013,Pacific Heights
7079049,Oceanview/Merced/Ingleside
6549005,Noe Valley
2607113,Castro/Upper Market
0453001A,Russian Hill
1856050,Inner Sunset
0512022,Marina
1268043,Haight Ashbury
1216012,Hayes Valley
1673006,Outer Richmond
6506032,Noe Valley
2955B001,West of Twin Peaks
6750057,Outer Mission
7153010,Outer Mission
5846001,Portola
6934009,Oceanview/Merced/Ingleside
4085036,Mission
0868009A,Hayes Valley
2036A006,Inner Sunset
4065021,Potrero Hill
5046004,Bayview Hunters Point
3606111,Castro/Upper Market
5615044,Bernal Heights
2612040,Castro/Upper Market
5503055,Bernal Heights
4104045,Potrero Hill
0552014A,Marina
1402059,Outer Richmond
6472019,Excelsior
3732146,South of Market
3705014,South of Market
4597019,Bayview Hunters Point
0677071,Pacific Heights
1642002,Inner Richmond
0719011,Western Addition
3728086,South of Market
4991622,Bayview Hunters Point
4591D130,Bayview Hunters Point
3921A003,Mission
4285B002,Potrero Hill
1209003,Lone Mountain/USF
6204070,Visitacion Valley
6663038,Glen Park
5304013,Bayview Hunters Point
4591BCOMB,Bayview Hunters Point
7536018,Noe Valley
1256048,Haight Ashbury
2690017,Castro/Upper Market
4652029,Bayview Hunters Point
3652010,Noe Valley
3558026,Castro/Upper Market
3577017,Mission
0113056,North Beach
0814016,Tenderloin
4939003,Bayview Hunters Point
1291047,Inner Sunset
4088014,Mission
6502002,Noe Valley
1169039,Lone Mountain/USF
3775078,Financial District/South Beach
1858024,Inner Sunset
4730010,Bayview Hunters Point
1620028,Outer Richmond
5062004,Bayview Hunters Point
5054ACOMA,Bayview Hunters Point
2037A018,Inner Sunset
6614022,Noe Valley
2125010A,Inner Sunset
6745025A,Glen Park
8708005,Mission Bay
4991008,Bayview Hunters Point
7330001,Lakeshore
3591008A,Mission
6525008,Mission
2034A008,Inner Sunset
6800047,Outer Mission
2392041,Sunset/Parkside
5313033,Bayview Hunters Point
8721EASA,Mission Bay
3725047,South of Market
1068015,Presidio Heights
2630038,Inner Sunset
2607059,Castro/Upper Market
3578053,Mission
0930034,Marina
0677046,Pacific Heights
8709COMA,Mission Bay
4624452,Bayview Hunters Point
0104018,North Beach
4591C190,Bayview Hunters Point
1939142,Treasure Island
1209011,Lone Mountain/USF
0775008,Western Addition
1934015,Inner Sunset
5522046,Bernal Heights
1688032,Outer Richmond
7551019,Glen Park
3588079,Mission
3638072,Mission
0519022,Marina
6540025,Noe Valley
6361033,Visitacion Valley
6565005,Noe Valley
1739032,Inner Sunset
3596071,Mission
0822035,Hayes Valley
1675004,Outer Richmond
1243026,Haight Ashbury
6944044,Oceanview/Merced/Ingleside
8709010,Mission Bay
4621002,Bayview Hunters Point
4591D090,Bayview Hunters Point
3732762,South of Market
5313032,Bayview Hunters Point
1924037,Sunset/Parkside
3749006,Financial District/South Beach
1179025,Western Addition
5000030,Bayview Hunters Point
3576081,Mission
0629034,Pacific Heights
0277004,Nob Hill
3587168,Mission
3985008,Potrero Hill
6665024B,Glen Park
4624022,Bayview Hunters Point
1843034,Inner Sunset
4591D109,Bayview Hunters Point
0847027,Haight Ashbury
5438029,Portola
1446001,Outer Richmond
1334006,Seacliff
1127006,Western Addition
0085031,North Beach
5421011,Bayview Hunters Point
6531028E,Mission
8709013,Mission Bay
4805019,Bayview Hunters Point
4700120,Bayview Hunters Point
0819014B,Hayes Valley
4218054,Potrero Hill
0097023,Russian Hill
4644010A,Bayview Hunters Point
4991082,Bayview Hunters Point
2831004,Noe Valley
1092038,Lone Mountain/USF
4597015,Bayview Hunters Point
6976010,Oceanview/Merced/Ingleside
6631031,Noe Valley
2044003A,Inner Sunset
2616055,Haight Ashbury
5260002,Bayview Hunters Point
1379019D,Outer Richmond
3753167,South of Market
1924010,Sunset/Parkside
1648003,Inner Richmond
4654014B,Bayview Hunters Point
1231027A,Haight Ashbury
5673015,Bernal Heights
1101007,Western Addition
4991OS1,Bayview Hunters Point
4069020,Potrero Hill
0744119,Western Addition
3821006,Mission Bay
9900019,Financial District/South Beach
3721081,Financial District/South Beach
3541025,Castro/Upper Market
8945005,Treasure Island
3753063,South of Market
4336008,Mission
6745029,Glen Park
3776100,South of Market
2698038,Castro/Upper Market
4168011,Potrero Hill
3564027,Castro/Upper Market
0868029A,Hayes Valley
1405027,Outer Richmond
6501042,Noe Valley
3737012,Financial District/South Beach
1446004,Outer Richmond
0535018,Marina
2361035,Sunset/Parkside
0647011,Western Addition
4591D071,Bayview Hunters Point
0073001,Russian Hill
3596017A,Mission
4591D012,Bayview Hunters Point
4120002,Potrero Hill
0087005,North Beach
0253030,Nob Hill
1408011,Outer Richmond
3974004,Mission
4271068,Mission
4227012,Potrero Hill
1663025,Outer Richmond
1939044,Treasure Island
0861098,Haight Ashbury
3655033,Noe Valley
8719D001,Mission Bay
1550035,Inner Richmond
3774015,Financial District/South Beach
2626009,Castro/Upper Market
0808039,Hayes Valley
1184017,Lone Mountain/USF
3588030,Mission
3731058,South of Market
1939075,Treasure Island
1267046,Haight Ashbury
0096077,Russian Hill
4266007,Mission
0817027,Hayes Valley
0065007,North Beach
1239029,Haight Ashbury
1924044,Sunset/Parkside
5044004,Bayview Hunters Point
0945015A,Marina
3006017,West of Twin Peaks
4624059,Bayview Hunters Point
1578014F,Outer Richmond
3505516,Mission
0341005,Tenderloin
3566024,Castro/Upper Market
1733025,Inner Sunset
4044001,Potrero Hill
6612052,Noe Valley
5598018,Bayview Hunters Point
3104012,West of Twin Peaks
3505022,Mission
1073032,Presidio Heights
4591A083,Bayview Hunters Point
3736037,Financial District/South Beach
1476023,Outer Richmond
1644008,Inner Richmond
3533165,Mission
1851006A,Inner Sunset
8935002,Treasure Island
4008020,Potrero Hill
1939068,Treasure Island
6510001,Noe Valley
5673005,Bernal Heights
3610005,Mission
8719A010,Mission Bay
3154052,Outer Mission
0516028A,Marina
0532006,Marina
4022022,Mission
1223022,Haight Ashbury
0814014,Tenderloin
3000B005A,West of Twin Peaks
0510035,Marina
0818069,Hayes Valley
1266018,Inner Sunset
1158082,Lone Mountain/USF
6782045,Outer Mission
1367017,Inner Richmond
4327A017,Bayview Hunters Point
4591D123,Bayview Hunters Point
6568032,Mission
0054003,North Beach
3534017C,Mission
9900036H,Financial District/South Beach
4591C074,Bayview Hunters Point
0852065,Hayes Valley
1939043,Treasure Island
8703004,Mission Bay
3987014,Potrero Hill
0258007,Financial District/South Beach
1939077,Treasure Island
4088035,Mission
3997005,Potrero Hill
0794015,Hayes Valley
1428065,Inner Richmond
1412032,Outer Richmond
1415022B,Outer Richmond
8709002,Mission Bay
0926018,Marina
4142013,Mission
4591A084,Bayview Hunters Point
1151008A,Lone Mountain/USF
0120001,Russian Hill
3733022,South of Market
3602063,Castro/Upper Market
4624038,Bayview Hunters Point
0798010,Hayes Valley
0551002,Marina
1155004A,Western Addition
1191022,Lone Mountain/USF
1086051,Lone Mountain/USF
4591D015,Bayview Hunters Point
3564014,Castro/Upper Market
1254028A,Haight Ashbury
2614145,Castro/Upper Market
3587005,Mission
6013028B,Excelsior
0071079,Russian Hill
2613COM,Castro/Upper Market
0133003,North Beach
1643012,Inner Richmond
1378011,Outer Richmond
0659063,Pacific Heights
4116007,Potrero Hill
3034014,West of Twin Peaks
5673016,Bernal Heights
0661040,Pacific Heights
4327A010,Bayview Hunters Point
4991953,Bayview Hunters Point
1654011,Inner Richmond
5005001,Bayview Hunters Point
1744022,Inner Sunset
3985019A,Potrero Hill
5054AROW,Bayview Hunters Point
4622008,Bayview Hunters Point
4970041,Bayview Hunters Point
3522031,Mission
2609029,Castro/Upper Market
3574015,Mission
4172053,Potrero Hill
4805002,Bayview Hunters Point
1562030,Outer Richmond
6720043,Bernal Heights
4605006,Bayview Hunters Point
4591C607,Bayview Hunters Point
4147023,Mission
6517008,Mission
2622009,Castro/Upper Market
1770034,Inner Sunset
0852036,Hayes Valley
6157010,Portola
6582028,Noe Valley
9900022H,Financial District/South Beach
4079001,Mission
4206010A,Mission
4830001,Bayview Hunters Point
1363059,Inner Richmond
4884032,Bayview Hunters Point
6969019,Outer Mission
6719018,Glen Park
1160005,Lone Mountain/USF
0095016,Russian Hill
1402032,Outer Richmond
0490006,Marina
7332002,Lakeshore
1732038,Inner Sunset
0929033,Marina
7331039,Lakeshore
6549003,Noe Valley
2407031,West of Twin Peaks
3564097,Castro/Upper Market
5638031,Bernal Heights
0841005,Hayes Valley
4587007,Bayview Hunters Point
1197006B,Lone Mountain/USF
1939131,Treasure Island
0465A025,Marina
3544038,Castro/Upper Market
5640010,Bernal Heights
4084009,Mission
3747021,Financial District/South Beach
0601023,Pacific Heights
7177048,Outer Mission
1125008A,Western Addition
1248005,Haight Ashbury
3273040,West of Twin Peaks
5825007,Bernal Heights
2697027,Castro/Upper Market
3627025,Noe Valley
3521051,Mission
0258009,Financial District/South Beach
5054A093,Bayview Hunters Point
1572026,Outer Richmond
1439004,Inner Richmond
0860009,Hayes Valley
4039022A,Potrero Hill
1425032,Inner Richmond
0482031,Marina
4991115,Bayview Hunters Point
6525010,Mission
5825032,Bernal Heights
1645006,Inner Richmond
0620007,Russian Hill
6361031,Visitacion Valley
3556002,Mission
5512007A,Bernal Heights
0664021A,Pacific Heights
4621008,Bayview Hunters Point
2657045,Castro/Upper Market
5981014,Portola
6361017,Visitacion Valley
3582059,Castro/Upper Market
4591C098,Bayview Hunters Point
3941038,Potrero Hill
0939034,Marina
0614019A,Pacific Heights
1735015,Inner Sunset
3941027,Potrero Hill
3978001,Potrero Hill
3730123,South of Market
3733016,South of Market
4000008,Potrero Hill
1453064,Outer Richmond
7176030,Outer Mission
1674007B,Outer Richmond
2715022,Twin Peaks
4591C609,Bayview Hunters Point
7536001,Noe Valley
3521054,Mission
4852019,Bayview Hunters Point
3612046,Mission
0503095,Marina
3640065,Mission
6511033,Mission
1197025A,Lone Mountain/USF
6083035,Excelsior
2627010,Castro/Upper Market
2471063,Sunset/Parkside
1275046,Inner Sunset
3732003,South of Market
2198001,Sunset/Parkside
3786019,South of Market
0078041,North Beach
3771003,Financial District/South Beach
1566026H,Outer Richmond
2933004,West of Twin Peaks
6685002,Glen Park
1540056,Inner Richmond
4591C057,Bayview Hunters Point
1766003,Inner Sunset
4591D079,Bayview Hunters Point
1367049,Inner Richmond
5708029,Bernal Heights
1178001A,Western Addition
1499032,Outer Richmond
3606032,Castro/Upper Market
0192044,Chinatown
5415005,Bayview Hunters Point
2034A020,Inner Sunset
6428003,Excelsior
1483007,Outer Richmond
3640027,Mission
4175006,Potrero Hill
4591C070,Bayview Hunters Point
3622021,Noe Valley
6311011,Visitacion Valley
1108001C,Lone Mountain/USF
2695032,Castro/Upper Market
4142012,Mission
6569185,Mission
2004053,Sunset/Parkside
1139005,Lone Mountain/USF
7331048,Lakeshore
4991OS2,Bayview Hunters Point
3534035,Mission
3598042,Mission
7303001,Lakeshore
2648099,Castro/Upper Market
1221043,Haight Ashbury
3537024A,Castro/Upper Market
1275052,Inner Sunset
0100035A,Russian Hill
1595144,Outer Richmond
3729060A,South of Market
0516081,Marina
0347010,Tenderloin
3509076,South of Market
1002001,Pacific Heights
3576033,Mission
5000041,Bayview Hunters Point
0989032,Presidio Heights
6276029,Excelsior
0213033,Nob Hill
3507821,South of Market
2653023,Castro/Upper Market
1704020,Sunset/Parkside
4591C192,Bayview Hunters Point
2658010,Castro/Upper Market
3607010,Mission
5203085,Bayview Hunters Point
3559011A,Castro/Upper Market
1232002,Haight Ashbury
4991238,Bayview Hunters Point
0659018,Pacific Heights
7147047,Oceanview/Merced/Ingleside
1239008,Haight Ashbury
8938002,Treasure Island
0753015A,Western Addition
4295007,Bayview Hunters Point
2715020,Twin Peaks
3647034,Mission
0637008,Pacific Heights
3531021,Mission
3557132,Castro/Upper Market
0347014,Tenderloin
0744011,Western Addition
4991628,Bayview Hunters Point
3511052,Mission
0463A059,Marina
1205004,Hayes Valley
6567007,Mission
2168004A,Sunset/Parkside
4918006,Bayview Hunters Point
1174003,Lone Mountain/USF
7347001,Lakeshore
3578029,Mission
1190001O,Lone Mountain/USF
5921028,Portola
3036COM,West of Twin Peaks
2653006,Castro/Upper Market
5281003,Bayview Hunters Point
0848006A,Hayes Valley
0918005,Marina
5062010,Bayview Hunters Point
6509020,Noe Valley
4591C084,Bayview Hunters Point
4621009,Bayview Hunters Point
3144C046,Outer Mission
3597065,Mission
1939132,Treasure Island
3582023,Castro/Upper Market
2691041,Castro/Upper Market
6513042,Mission
6653053,Glen Park
4085038,Mission
1198003,Lone Mountain/USF
4104055,Potrero Hill
0807013,Hayes Valley
1222061,Haight Ashbury
3144B027C,Outer Mission
4175020,Potrero Hill
4162064,Potrero Hill
3725090,South of Market
3776119,South of Market
0700024,Japantown
2719B059,Castro/Upper Market
0863010,Haight Ashbury
4042005,Potrero Hill
3581039,Castro/Upper Market
6722041,Outer Mission
2619094,Castro/Upper Market
0659065,Pacific Heights
5027009,Bayview Hunters Point
0732030,Western Addition
3606077,Castro/Upper Market
3930A001,Mission
1258037,Haight Ashbury
1002024,Pacific Heights
4283BCOME,Potrero Hill
2612021,Castro/Upper Market
3725091,South of Market
0176004,Chinatown
9900019H,Financial District/South Beach
1385010,Outer Richmond
2041035,Inner Sunset
0237011,Financial District/South Beach
1446006,Outer Richmond
5322006,Bayview Hunters Point
0668012,Nob Hill
0552002,Marina
4274033,Mission
0846012,Haight Ashbury
3585042,Castro/Upper Market
4206007,Mission
4591C086,Bayview Hunters Point
3588071,Mission
1081001,Presidio Heights
0065057,North Beach
4008017,Potrero Hill
4232017,Potrero Hill
3502057,Mission
0466A034,Marina
3617077,Mission
5806100,Bernal Heights
5318045,Bayview Hunters Point
3737026,Financial District/South Beach
3594023,Mission
1129007,Western Addition
0145035,North Beach
6157021,Portola
1103009,Lone Mountain/USF
3595007B,Mission
1073003,Presidio Heights
1924036,Sunset/Parkside
1234014,Haight Ashbury
0806006,Hayes Valley
3704073,South of Market
1939063,Treasure Island
3505029,Mission
4094009,Potrero Hill
0730023,Western Addition
1150030,Lone Mountain/USF
3589168,Mission
9900007H,Financial District/South Beach
3563018,Castro/Upper Market
6792024,Outer Mission
4147021,Mission
0026041,Russian Hill
2623165,Castro/Upper Market
1210034,Lone Mountain/USF
6504018,Noe Valley
6766029A,West of Twin Peaks
1344007,Seacliff
0100010,Russian Hill
1924046,Sunset/Parkside
0507026A,Marina
3588073A,Mission
3578057,Mission
7520033,Noe Valley
3590010,Mission
0452001,Russian Hill
1939073,Treasure Island
3774064,Financial District/South Beach
0662034,Pacific Heights
4346002,Bayview Hunters Point
1438017A,Inner Richmond
0970018,Presidio Heights
3621006,Noe Valley
3501005,Mission
0937032,Marina
3603022,Castro/Upper Market
1771029,Inner Sunset
0841025A,Hayes Valley
1924COMA,Sunset/Parkside
6735035,West of Twin Peaks
2654007,Castro/Upper Market
0190041,Nob Hill
4621016,Bayview Hunters Point
6720029,Bernal Heights
2704060,Castro/Upper Market
0678031,Pacific Heights
5334012,Bayview Hunters Point
1939104,Treasure Island
0998017,Presidio Heights
2609044,Castro/Upper Market
4598007,Bayview Hunters Point
1178016,Western Addition
0811018,Tenderloin
3608052A,Mission
1736003,Inner Sunset
1230005,Haight Ashbury
4107012,Potrero Hill
2386059,Sunset/Parkside
2767004,Noe Valley
3651018,Noe Valley
7345B001,Lakeshore
1862A024,Inner Sunset
0861033,Haight Ashbury
4175002,Potrero Hill
3725043,South of Market
1784002,Sunset/Parkside
3598043,Mission
0797008,Hayes Valley
1176058,Lone Mountain/USF
8932001,Treasure Island
3612072,Mission
1216024,Hayes Valley
1939158,Treasure Island
8941001,Treasure Island
3501002,Mission
5435040,Bayview Hunters Point
3928014,Mission
1025021,Pacific Heights
3780085,South of Market
0096052,Russian Hill
1219036,Haight Ashbury
3180210,West of Twin Peaks
1292007,Inner Sunset
2693006,Castro/Upper Market
1271022,Haight Ashbury
6244039,Visitacion Valley
3721088,Financial District/South Beach
2715023,Twin Peaks
1924008,Sunset/Parkside
6578001,Noe Valley
0852044,Hayes Valley
4035020,Potrero Hill
0104031,North Beach
3180195,West of Twin Peaks
3502142,Mission
2864029A,West of Twin Peaks
3507820,South of Market
5535040,Bernal Heights
5203060,Bayview Hunters Point
3654003,Noe Valley
5423A007,Bayview Hunters Point
1144019A,Lone Mountain/USF
9900043H,North Beach
3776085,South of Market
5535016,Bernal Heights
3613009,Mission
1939147,Treasure Island
1371033,Inner Richmond
3632020,Mission
8934005,Treasure Island
6531020A,Mission
6311027,Visitacion Valley
9900070,Potrero Hill
1088009,Lone Mountain/USF
7331004,Lakeshore
4142014,Mission
3614025,Mission
4591D101,Bayview Hunters Point
1939168,Treasure Island
2749001B,Castro/Upper Market
1003011,Pacific Heights
1851020,Inner Sunset
3569092,Mission
1212020,Lone Mountain/USF
2623050,Castro/Upper Market
2658008,Castro/Upper Market
5000022,Bayview Hunters Point
1275042,Inner Sunset
1061008,Presidio Heights
6571026,Mission
1005030,Pacific Heights
4080012,Mission
0923007,Marina
0816017,Hayes Valley
0442A002,Marina
6551056,Noe Valley
2124A003,Inner Sunset
3728040,South of Market
6526045,Mission
3579027,Castro/Upper Market
2378034,Sunset/Parkside
2620066,Castro/Upper Market
3505020,Mission
1125009,Western Addition
6534030,Mission
3765015,Financial District/South Beach
4101060,Potrero Hill
7331CMH,Lakeshore
0627005,Pacific Heights
0619016,Russian Hill
4991007,Bayview Hunters Point
0663013,Pacific Heights
7542033,Glen Park
6511021,Mission
3708013,Financial District/South Beach
0105065,North Beach
5517074A,Bernal Heights
5016018,Bayview Hunters Point
0923037,Marina
1274020,Inner Sunset
2658045,Castro/Upper Market
3577052,Mission
3984015,Potrero Hill
4761013A,Bayview Hunters Point
3650027,Noe Valley
3653069,Noe Valley
4158016,Potrero Hill
1939024,Treasure Island
0950025,Marina
3619105,Noe Valley
3616007,Mission
0931018,Marina
2623167,Castro/Upper Market
2989A038,West of Twin Peaks
1663024,Outer Richmond
3737041,Financial District/South Beach
4094107,Potrero Hill
0612014,Pacific Heights
5000013,Bayview Hunters Point
