mapblklot,analysis_neighborhood,FZP Planning Code
4039030,Potrero Hill,RH-2
3210035,Outer Mission,RH-1
7087035,Oceanview/Merced/Ingleside,RH-1
4711152,Bayview Hunters Point,RH-2
5616034,Bernal Heights,RH-2
5727032,Bernal Heights,RH-1
7138004,Oceanview/Merced/Ingleside,NC-1
6723017,Outer Mission,RH-2
6077041,Excelsior,RH-1
5870002,Excelsior,RH-1
5534019,Bernal Heights,RH-1
6203007,Visitacion Valley,RH-1
5957029,Excelsior,RH-1
5738027,Bernal Heights,RH-1
6692056,Bernal Heights,RH-2
5705010,Bernal Heights,RH-1
7053004B,Oceanview/Merced/Ingleside,RH-1
0715010,Tenderloin,NCD-LOWER POLK STREET
7106042B,Oceanview/Merced/Ingleside,RH-1
5652004,Bernal Heights,RH-1
5969011,Portola,RH-1
6201035,Visitacion Valley,RH-1
3618049A,Mission,RH-3
5435037,Bayview Hunters Point,RH-1
5615019,Bernal Heights,RH-2
7161026,Outer Mission,RH-1
0735031,Western Addition,RM-3
6036016,Portola,RH-1
6165025,Visitacion Valley,RH-1
3511054,Mission,RED
5653002,Bernal Heights,RH-1
5955010,Excelsior,RH-1
7109002,Outer Mission,NCD-EXCELSIOR
6073003B,Excelsior,RH-1
4283B083,Potrero Hill,RH-1
5358008A,Bayview Hunters Point,RH-2
6461022,Excelsior,RH-1
6340031,Excelsior,RH-1
4790011,Bayview Hunters Point,RH-1
6305017,Visitacion Valley,RH-1
5710007,Bernal Heights,RH-2
6801012,Outer Mission,RH-1
5736028,Bernal Heights,RH-1
6420020,Excelsior,RH-1
7106011,Oceanview/Merced/Ingleside,RH-1
4093003,Potrero Hill,RH-2
3525077,South of Market,RED-MX
5676014,Bernal Heights,RH-2
4971011,Bayview Hunters Point,RH-1
6202018,Visitacion Valley,RH-1
5467017C,Portola,NCD-SAN BRUNO AVENUE
0161021,Chinatown,CRNC
6779011,Outer Mission,RH-1
5918020,Portola,RH-2
5718049,Bernal Heights,RH-2
6515002,Mission,RTO-M
5741001,Bernal Heights,RH-1
5618012,Bernal Heights,RH-1
7047051,Oceanview/Merced/Ingleside,RH-1
7045A005,Outer Mission,RH-1
3638002,Mission,RH-3
6210047,Visitacion Valley,RH-1
5330026,Bayview Hunters Point,RH-1
4026017,Mission,RH-2
0272019,Nob Hill,RM-4
6529023,Mission,RTO-M
5340006,Bayview Hunters Point,RH-2
5980004,Portola,RH-2
7173004,Outer Mission,RH-1
6473013,Excelsior,RH-1
5335018,Bayview Hunters Point,RH-1
0239029,Financial District/South Beach,C-3-O
0853018A,Hayes Valley,NCT-3
5386012,Bayview Hunters Point,RH-1
6148025,Portola,RH-1
6019026,Excelsior,RH-1
4144022,Mission,RM-1
3568054,Mission,RTO-M
5324004B,Bayview Hunters Point,RH-1
0677013,Pacific Heights,RM-3
3211012,Outer Mission,RH-1
6244050,Visitacion Valley,RH-1
3524066,South of Market,SALI
5534003,Bernal Heights,RH-1
3617053,Mission,RH-3
5813041,Bernal Heights,RH-1
5353A006B,Bayview Hunters Point,RH-1
5405015,Bayview Hunters Point,RH-1
6488026,Excelsior,RH-1
5947005,Excelsior,RH-1
5625018,Bernal Heights,RH-1
0323015,Tenderloin,RC-4
7065030,Outer Mission,RH-1
5839021,Bernal Heights,RH-1(D)
6012013,Excelsior,RH-1
4076005,Potrero Hill,RH-2
6208041,Visitacion Valley,RH-1
6441004,Excelsior,RH-1(D)
3555015,Mission,NCT-VALENCIA
5545003,Bernal Heights,RH-1
3644024,Mission,RH-3
7032A029,Outer Mission,RH-1
6176002C,Visitacion Valley,RH-1
3209003,Outer Mission,RH-1
6341025C,Excelsior,RH-1
6494047,Excelsior,RH-1
7114002C,Oceanview/Merced/Ingleside,RH-1
7042A037,Outer Mission,RH-1
7107045,Oceanview/Merced/Ingleside,RH-1
4143005,Mission,RH-2
3522002,Mission,RED-MX
7174046,Outer Mission,RH-1
5744025,Bernal Heights,RH-2
7056028D,Oceanview/Merced/Ingleside,RH-1
5923012,Portola,RH-1
7116048,Oceanview/Merced/Ingleside,RH-1
3985003,Potrero Hill,RH-2
6257009,Visitacion Valley,RH-1
3612036,Mission,RH-3
6597036,Bernal Heights,RH-2
0775020A,Western Addition,RH-3
6150038,Portola,RH-1
4991270,Bayview Hunters Point,RH-2
0338025,Tenderloin,RC-4
5729011,Bernal Heights,RH-1
7094045,Oceanview/Merced/Ingleside,RH-1
5860039,Portola,RH-1
4942047,Bayview Hunters Point,RH-1
7051033,Oceanview/Merced/Ingleside,RH-1
0733024,Western Addition,NC-S
3575023,Mission,UMU
0337006,Tenderloin,RC-4
0101019,Chinatown,RM-2
4965034,Bayview Hunters Point,RH-1
6514021,Mission,RM-2
4810019,Bayview Hunters Point,RH-1
6010008,Excelsior,RH-1
4101009,Potrero Hill,RH-2
4161059,Potrero Hill,RH-2
6346004A,Excelsior,RH-1
3548087,Mission,UMU
4219043,Potrero Hill,RH-2
5883022,Portola,RH-1
6720060,Bernal Heights,RH-2
6346006D,Excelsior,NCD-EXCELSIOR
5958023,Excelsior,RH-1
7135017,Oceanview/Merced/Ingleside,RH-1
3736086,Financial District/South Beach,C-3-O(SD)
7003031,Oceanview/Merced/Ingleside,RH-1
6469006,Excelsior,NCD-EXCELSIOR
3520031,South of Market,WMUG
6037026,Portola,RH-1
0228018,Chinatown,C-3-O
7063A014,Outer Mission,RH-1
3508019,South of Market,C-3-G
5840037,Bernal Heights,RH-1(D)
6233008,Visitacion Valley,RH-1
5957022,Excelsior,RH-1
5399033,Bayview Hunters Point,RH-1
3784054,South of Market,SALI
5644037,Bernal Heights,RH-2
6177055,Visitacion Valley,RH-1
5358025,Bayview Hunters Point,NCD-BAYVIEW
6274034,Excelsior,RH-1
0301001,Nob Hill,RC-4
6533066,Mission,RH-3
5054A154,Bayview Hunters Point,NC-S
3578076,Mission,RH-3
7118001,Oceanview/Merced/Ingleside,NC-1
6200033,Visitacion Valley,RH-1
6516021,Mission,RTO-M
4942040,Bayview Hunters Point,RH-1
6095013,Excelsior,RH-1
7151004,Oceanview/Merced/Ingleside,RH-1
6280017,Excelsior,RH-1
7002050,Oceanview/Merced/Ingleside,RH-1
6998012,Oceanview/Merced/Ingleside,RH-1
6113017,Portola,RH-1
5524032,Bernal Heights,RH-2
3646011,Mission,RH-3
7161034,Outer Mission,RH-1
3147024A,Outer Mission,RH-1
0689012,Western Addition,NC-3
6990026,Oceanview/Merced/Ingleside,RH-1
3204008,Outer Mission,RH-1
7051017,Oceanview/Merced/Ingleside,RH-1
5718037,Bernal Heights,RH-2
6996045,Oceanview/Merced/Ingleside,RH-1(D)
5539010,Bernal Heights,RH-1
5722026,Bernal Heights,RH-1
4991634,Bayview Hunters Point,C-2
0346006,Tenderloin,RC-4
5712003,Bernal Heights,RH-2
3736123,Financial District/South Beach,C-3-O(SD)
6783001L,Outer Mission,RH-1
7031007B,Outer Mission,RH-1
5986033,Portola,RH-1
6085042,Excelsior,RH-2
7113019,Oceanview/Merced/Ingleside,RH-1
7169033,Outer Mission,RH-1
6481028,Excelsior,RH-1
7030035,Outer Mission,NCD-EXCELSIOR
3637002,Mission,RTO-M
6458003,Excelsior,RH-1(D)
7108057,Oceanview/Merced/Ingleside,RH-2
6412036,Excelsior,RM-1
6202040,Visitacion Valley,RH-1
4995016,Bayview Hunters Point,RH-1
0161002,Chinatown,CRNC
5905001,Excelsior,RH-1
4217009,Potrero Hill,RH-2
3577042,Mission,RTO-M
3152032,Outer Mission,RH-1
6037003,Portola,RH-1
4711172,Bayview Hunters Point,RH-2
5943050,Excelsior,RH-1
7045A011,Outer Mission,RH-1
5072039,Bayview Hunters Point,RH-1
5835040,Bernal Heights,RH-2
7142031,Outer Mission,RH-1
0689003,Western Addition,NC-3
6275008,Excelsior,RH-1
5341027,Bayview Hunters Point,RH-2
5701011,Bernal Heights,RH-1
5610A035,Bernal Heights,RH-2
3595006,Mission,RTO-M
6169005,Portola,RH-1
7331187,Lakeshore,RM-1
0772023,Western Addition,RM-3
5555015,Bernal Heights,RH-1
6360027,Visitacion Valley,RH-1
6415012,Excelsior,RH-1
0686030,Japantown,NCD-JAPANTOWN
6521008A,Mission,RH-2
5840017A,Bernal Heights,RH-1(D)
7106049,Oceanview/Merced/Ingleside,RH-1
7050028,Oceanview/Merced/Ingleside,RH-1
5810037,Bernal Heights,RH-1
6786023,Outer Mission,RH-1
6192059,Visitacion Valley,RH-1
4161053,Potrero Hill,RH-2
0223006,Nob Hill,RM-4
5707023,Bernal Heights,RH-1
6309073,Visitacion Valley,RH-1
3732032,South of Market,NCT-SOMA
7007029,Oceanview/Merced/Ingleside,RH-1
6309006,Visitacion Valley,RH-1
6795D025,Outer Mission,RH-1
3180211,West of Twin Peaks,BR-MU
3587102,Mission,RM-2
4789010B,Bayview Hunters Point,RH-2
6347014A,Excelsior,RH-1
5858037,Portola,RH-1
5670015,Bernal Heights,RH-2
6193004A,Visitacion Valley,RH-1
0271051,Financial District/South Beach,C-3-G
5978029,Portola,RH-1
4939015A,Bayview Hunters Point,RH-1
0210044,Chinatown,CVR
6204016,Visitacion Valley,RH-1
6052020,Portola,RH-1
3553047,Mission,RTO-M
5687026,Bernal Heights,RH-1
6486014,Excelsior,RH-1
4335001K,Mission,RH-2
7037014,Oceanview/Merced/Ingleside,RH-1
5384005,Bayview Hunters Point,RH-1
6616022,Noe Valley,RH-2
3578030,Mission,RM-2
3612044,Mission,RH-3
4161030,Potrero Hill,RH-2
6799041,Outer Mission,RH-1
5526008,Bernal Heights,RH-2
6309062,Visitacion Valley,RH-2
6534025,Mission,RH-3
0132041,North Beach,RM-1
6464043,Excelsior,RH-1
5689043,Bernal Heights,RH-1
6402032,Excelsior,RH-1
5407020,Bayview Hunters Point,RH-1
4283B023,Potrero Hill,RH-1
6080024,Excelsior,RH-1
6404023,Excelsior,RH-1
5529013,Bernal Heights,RH-1
5893003A,Excelsior,RH-1
4976008,Bayview Hunters Point,RH-1
6252010B,Visitacion Valley,RH-1
4700122,Bayview Hunters Point,RM-1
5071020,Bayview Hunters Point,RH-1
7116017,Oceanview/Merced/Ingleside,RH-1
3775179,Financial District/South Beach,SPD
5924022,Portola,NCD-SAN BRUNO AVENUE
7032A038,Outer Mission,RH-1
6511022,Mission,RH-3
4099048,Potrero Hill,RH-2
6090028B,Excelsior,RH-1
5746040,Bernal Heights,RH-2
5440A004,Bayview Hunters Point,RH-1
5381052,Bayview Hunters Point,RH-1
5863004,Portola,RH-1(D)
3643009,Mission,NCT-MISSION
6189061,Visitacion Valley,RH-1
0179006,Chinatown,CRNC
4991731,Bayview Hunters Point,C-2
3637063,Mission,NC-1
5501087,Bernal Heights,RH-2
3145026,Outer Mission,RH-1
3641010,Mission,RH-2
0693012,Tenderloin,RC-4
3555034,Mission,RTO-M
6527057,Mission,RTO-M
7108056,Oceanview/Merced/Ingleside,RH-2
4264011,Mission,RH-3
7087040,Oceanview/Merced/Ingleside,RH-1
5336006,Bayview Hunters Point,RH-1
3202011,Outer Mission,RH-1
6297032,Visitacion Valley,RH-1
7092056,Oceanview/Merced/Ingleside,RH-1
4787012A,Bayview Hunters Point,RH-1
4086017,Mission,RH-2
6209035,Visitacion Valley,RH-1
6490017E,Excelsior,RH-1
3615015,Mission,NCT-MISSION
0715001,Tenderloin,NCD-LOWER POLK STREET
4966018,Bayview Hunters Point,RH-1
4079010,Mission,RH-2
5678009,Bernal Heights,RH-2
6204011,Visitacion Valley,RH-1
0225019,Chinatown,CRNC
4161076,Potrero Hill,RH-2
3209002A,Outer Mission,RH-1
7129005,Oceanview/Merced/Ingleside,RH-1
5541034,Bernal Heights,RH-2
5652016,Bernal Heights,RH-1
3730003,South of Market,WMUG
6513016,Mission,RH-3
7051042,Oceanview/Merced/Ingleside,RH-1
3569076,Mission,NCT-VALENCIA
7090022,Oceanview/Merced/Ingleside,RH-2
0256025,Nob Hill,RM-3
3645012,Mission,RH-3
7331223,Lakeshore,RM-1
0707001,Western Addition,NCT-FILLMORE
6159009A,Portola,RH-1
5343005,Bayview Hunters Point,RH-2
3206027A,Outer Mission,RH-1
5526009,Bernal Heights,RH-2
5465010,Bayview Hunters Point,RH-1
5557002,Bernal Heights,RH-1
0733033,Western Addition,NC-S
3151005,Outer Mission,RH-1
6025005,Excelsior,RH-1
4336018,Mission,RH-2
4159034,Potrero Hill,RH-2
6996002,Oceanview/Merced/Ingleside,RH-1
3588152,Mission,RTO-M
0039111,North Beach,RH-3
7063B003,Outer Mission,RH-1
5335ACOMM,Bayview Hunters Point,RH-1
5259015B,Bayview Hunters Point,RH-1
6280019,Excelsior,RH-1
6472020E,Excelsior,RH-1
3648044,Mission,RH-3
4789012A,Bayview Hunters Point,RH-2
6469016,Excelsior,NCD-EXCELSIOR
5863017,Portola,RH-1(D)
5921012A,Portola,RH-1
6481010,Excelsior,RH-1
3148004,Outer Mission,NCD-EXCELSIOR
0776036,Western Addition,RH-3
7106006,Oceanview/Merced/Ingleside,RH-1
3590073,Mission,RTO-M
5900A015,Portola,RH-1
5812043,Bernal Heights,RH-1
6483010,Excelsior,RH-1
6168005,Visitacion Valley,RH-1
0131004,North Beach,NCD-NORTH BEACH
0737009,Western Addition,RM-4
3570048,Mission,NCT-MISSION
7381068,Lakeshore,RH-1
6467014A,Excelsior,RH-1
6475035,Excelsior,RH-1
6200031,Visitacion Valley,RH-1
5703016,Bernal Heights,RH-1
7086030,Oceanview/Merced/Ingleside,RH-1
6080039,Excelsior,RH-1
6576020,Noe Valley,RM-1
5927003,Portola,RH-1
6785014,Outer Mission,RH-1
3752033,South of Market,MUR
5721064,Bernal Heights,RH-2
7100044A,Outer Mission,RH-1
6240029,Visitacion Valley,RH-1
4103004,Potrero Hill,RH-2
0180020,Chinatown,RH-3
4965055,Bayview Hunters Point,RH-1
0300003B,Nob Hill,RC-4
7009007,Oceanview/Merced/Ingleside,RH-1
6445015,Excelsior,RH-1
3510003,South of Market,C-3-G
3762040,South of Market,CMUO
5871001F,Excelsior,RH-1
6991006,Oceanview/Merced/Ingleside,RH-1
4996002,Bayview Hunters Point,RH-1
4337007,Mission,RH-2
6533055,Mission,RH-3
5690029,Bernal Heights,RH-1
3575036,Mission,NCT-MISSION
4089034,Mission,RH-2
3148017B,Outer Mission,RH-1
4076003,Potrero Hill,RH-2
5838008,Bernal Heights,RH-1(D)
3609140,Mission,RTO-M
5739002,Bernal Heights,RH-1
5387015A,Bayview Hunters Point,RH-1
5917013,Portola,RH-1
0159009,Chinatown,RH-3
4264007A,Mission,RH-3
4158008,Potrero Hill,RH-2
6447019,Excelsior,RH-1
6278048,Excelsior,RH-2
6238005,Visitacion Valley,RH-1
7098010,Outer Mission,RH-1
5893002,Excelsior,RH-1
7107002,Oceanview/Merced/Ingleside,RH-2
6519038,Mission,RH-3
7114013,Oceanview/Merced/Ingleside,RH-1
6326001B,Visitacion Valley,RH-1
5384003A,Bayview Hunters Point,RH-1
4270017,Mission,RH-2
6959027,Outer Mission,NCD-EXCELSIOR
7005034,Oceanview/Merced/Ingleside,RH-1
6482042,Excelsior,RH-1
6250008B,Visitacion Valley,RH-1
5883012,Portola,RH-2
4789001A,Bayview Hunters Point,RH-2
5654043,Bernal Heights,RH-1
6490002A,Excelsior,RH-1
6403016,Excelsior,RH-1
5967004A,Excelsior,RH-1
0276029,Nob Hill,RM-4
4000017,Potrero Hill,RH-2
0182020,Nob Hill,RM-3
4160057,Potrero Hill,RH-2
6520012,Mission,RH-3
5965014,Excelsior,RH-1
6323008M,Visitacion Valley,NC-1
5464001,Bayview Hunters Point,RH-1
5937035,Excelsior,RH-1
4210032,Mission,RH-2
5067A005D,Visitacion Valley,RH-1
7064006B,Outer Mission,RH-1
3594011,Mission,NC-2
3505084,Mission,C-3-G
4094035,Potrero Hill,RH-3
0131019,North Beach,NCD-NORTH BEACH
0148031,Chinatown,NCD-NORTH BEACH
5528011,Bernal Heights,RH-2
6500001,Excelsior,RH-1(D)
6074017C,Excelsior,RH-1
6154007,Portola,RH-1
5381005,Bayview Hunters Point,RH-1
5918004,Portola,RH-1
7055013,Oceanview/Merced/Ingleside,RH-1
7147028,Oceanview/Merced/Ingleside,RH-1
4142032,Mission,RH-2
7115019,Oceanview/Merced/Ingleside,RH-1
7106028,Oceanview/Merced/Ingleside,RH-1
5651017,Bernal Heights,RH-1
0173003,Financial District/South Beach,C-2
7073006,Oceanview/Merced/Ingleside,RH-1
6797022,Outer Mission,RH-1
5335A070,Bayview Hunters Point,RH-1
4263002,Mission,RH-3
6190078,Visitacion Valley,RH-1
0136004,Financial District/South Beach,C-2
5888004,Excelsior,RH-1
4035026,Potrero Hill,RH-2
4991165,Bayview Hunters Point,RH-2
5943034,Excelsior,RH-1
5461032,Bayview Hunters Point,RH-1
6278024,Excelsior,RH-1
7077008,Oceanview/Merced/Ingleside,RH-1
4101056,Potrero Hill,RH-2
6095003A,Excelsior,RH-1
6532003,Mission,RH-3
6204013,Visitacion Valley,RH-1
6342013,Excelsior,RH-1
6327003,Visitacion Valley,RH-1
7106066,Oceanview/Merced/Ingleside,RH-1
6051001D,Portola,RH-1
6968037,Outer Mission,RH-1
5525009,Bernal Heights,RH-2
4792016A,Bayview Hunters Point,RH-1
5680006A,Bernal Heights,NCD-CORTLAND AVENUE
4100065,Potrero Hill,RH-2
7005014,Oceanview/Merced/Ingleside,RH-1
0303013,Tenderloin,RC-4
6009049,Excelsior,RH-1
6616001,Noe Valley,RH-2
6238004,Visitacion Valley,RH-1
5865003,Portola,RH-1(D)
0653050,Pacific Heights,RH-2
3567037,Mission,NCT-VALENCIA
0144101,North Beach,RM-2
5619024,Bernal Heights,RH-1
6009027,Excelsior,RH-1
0190020,Nob Hill,RH-3
0054051,North Beach,RH-3
5609006,Bernal Heights,RH-2
5846007,Portola,RH-1
4063025,Potrero Hill,RH-2
3597084,Mission,RTO-M
6997010,Oceanview/Merced/Ingleside,RH-1
5386012B,Bayview Hunters Point,RH-1
4024002,Mission,RH-2
6305011,Visitacion Valley,RH-1
0662004,Pacific Heights,RH-2
6531009,Mission,NCT-VALENCIA
7055009,Oceanview/Merced/Ingleside,RH-1
6076013,Excelsior,RH-1
7076044,Oceanview/Merced/Ingleside,RH-1
5435001,Bayview Hunters Point,RH-1
6166017A,Visitacion Valley,RH-1
5995006B,Portola,RH-1
6448019,Excelsior,RH-1
0140012,Financial District/South Beach,C-2
0025064,Russian Hill,C-2
0660026,Pacific Heights,RH-2
0280002,Nob Hill,RC-4
4035041,Potrero Hill,RH-2
5965022,Excelsior,RH-1
5743016,Bernal Heights,RH-1
5960009,Excelsior,RH-1
4096065,Potrero Hill,RM-1
5947025,Excelsior,RH-1
6174013,Visitacion Valley,RH-1
4914017A,Bayview Hunters Point,RH-1
4267020A,Mission,RH-3
5895017,Excelsior,RH-1
3211003K,Outer Mission,RH-1
5811030,Bernal Heights,RH-1
0726014,Western Addition,RM-3
6490017D,Excelsior,RH-1
0237013,Financial District/South Beach,C-3-O
3548094,Mission,UMU
0226047,Chinatown,CCB
5259008C,Bayview Hunters Point,RH-1
5978005,Portola,RH-1
0181020,Nob Hill,RH-3
0240003,Financial District/South Beach,C-3-O
5619058,Bernal Heights,RH-1
5674016,Bernal Heights,RH-2
5517104,Bernal Heights,RH-2
6722039,Outer Mission,RH-2
6442015,Excelsior,RH-1(D)
4991253,Bayview Hunters Point,RH-2
6419036,Excelsior,RH-1
6419019,Excelsior,RH-1(D)
5512005A,Bernal Heights,RH-2
5354028,Bayview Hunters Point,RH-1
6053001,Portola,RH-1
4285B005,Potrero Hill,RM-2
4139013,Mission,RH-1
7106025,Oceanview/Merced/Ingleside,RH-1
0295005,Financial District/South Beach,C-3-R
7002022,Oceanview/Merced/Ingleside,RH-1
6420024,Excelsior,RH-1
5719009,Bernal Heights,RH-2
3730111,South of Market,RED
5959043,Excelsior,RH-1
6076048,Excelsior,RH-2
7056034,Oceanview/Merced/Ingleside,RH-1
3614014,Mission,RH-3
6173004,Visitacion Valley,RM-1
3616055,Mission,RTO-M
5934014,Portola,RH-1
7129024,Oceanview/Merced/Ingleside,RH-1
0129027,Chinatown,RM-2
5810026,Bernal Heights,RH-1
3525020,South of Market,SALI
5737009,Bernal Heights,RH-1
3762008,South of Market,CMUO
6748047,Outer Mission,RH-1
6634021,Noe Valley,RH-3
5895010,Excelsior,RH-1
6444028,Excelsior,RH-1
6208037,Visitacion Valley,RH-1
3617026,Mission,NC-1
5379031,Bayview Hunters Point,RH-1
5861013,Portola,RH-1(D)
6804017,Outer Mission,RH-1
0767006,Western Addition,C-2
6074014,Excelsior,RH-1
5882017,Portola,RH-2
6477011,Excelsior,RH-1
0344007,Tenderloin,RC-4
6956023,Outer Mission,NCD-EXCELSIOR
0853017,Hayes Valley,NCT-3
5334014,Bayview Hunters Point,RH-1
0156045,Nob Hill,RH-3
7056006A,Oceanview/Merced/Ingleside,RH-1
6433018,Excelsior,RH-1(D)
6406001C,Excelsior,RH-1
3595027,Mission,NCT-MISSION
6800039,Outer Mission,RH-1
7137041,Oceanview/Merced/Ingleside,RH-1
6512030,Mission,RH-3
6574021,Bernal Heights,NCD-MISSION BERNAL
4938026,Bayview Hunters Point,RH-1
5435018,Bayview Hunters Point,RH-1
5426010,Bayview Hunters Point,RH-1
6233040,Visitacion Valley,RH-1
7069008,Oceanview/Merced/Ingleside,RH-1
5609005,Bernal Heights,RH-2
3153002,Outer Mission,RH-1
5413040,Bayview Hunters Point,RH-1
5409003,Bayview Hunters Point,RH-1
6197004K,Visitacion Valley,RH-1
5353B004C,Bayview Hunters Point,RH-1
5887048,Excelsior,RH-1
5900010,Portola,RH-1
6116019,Portola,RH-1
6009002,Excelsior,RH-1
6530008,Mission,RTO-M
6309036,Visitacion Valley,RH-2
6577061,Noe Valley,RH-2
0659050,Pacific Heights,RH-3
5475012,Bayview Hunters Point,RH-1
0149133,Nob Hill,RM-2
4096041,Potrero Hill,RH-2
0145004,North Beach,RM-2
6485016,Excelsior,RH-1
6519037,Mission,RH-3
3780078,South of Market,UMU
5555020,Bernal Heights,RH-1
4103026,Potrero Hill,RH-2
5926007,Portola,RH-2
7097044,Outer Mission,RH-1
4969001,Bayview Hunters Point,RH-1
4941041,Bayview Hunters Point,RH-1
6989028,Oceanview/Merced/Ingleside,RH-1
5891012,Excelsior,RH-1
6079016A,Excelsior,RH-1
6175021A,Visitacion Valley,RH-1
5710028,Bernal Heights,RH-2
0280018,Nob Hill,RC-4
3640033,Mission,RH-2
5664011,Bernal Heights,RH-1
6785021,Outer Mission,RH-1
7121021,Oceanview/Merced/Ingleside,RH-1
4335001E,Mission,RH-2
5883014,Portola,RH-2
5501009,Bernal Heights,RH-2
6239005,Visitacion Valley,RH-1
6094002,Excelsior,RH-1
0118026,Chinatown,RM-2
7030019A,Outer Mission,RH-1
5577003,Bernal Heights,RH-1
7149001A,Oceanview/Merced/Ingleside,RH-1
5081002,Bayview Hunters Point,RH-1
7096A039,Outer Mission,RH-1
3511068B,Mission,RED
6526001A,Mission,RH-3
7017021,Oceanview/Merced/Ingleside,RH-1
3589055,Mission,RTO-M
4732003B,Bayview Hunters Point,RH-1
6574020,Bernal Heights,NCD-MISSION BERNAL
6998003,Oceanview/Merced/Ingleside,RH-1
6465031,Excelsior,RH-1
5902001,Excelsior,RH-2
4153028,Mission,RH-2
5674004,Bernal Heights,RH-2
6494013,Excelsior,RH-1
6160023,Portola,RH-1
5947048,Excelsior,RH-1
4267030,Mission,NCT-24TH-MISSION
5328002,Bayview Hunters Point,RH-2
3788042,Financial District/South Beach,CMUO
6451004A,Excelsior,RH-1
6299006,Visitacion Valley,RH-1
3589085,Mission,NCT-VALENCIA
3520028B,South of Market,WMUG
7115007,Oceanview/Merced/Ingleside,RH-1
0104047,North Beach,RH-3
6304018,Visitacion Valley,RH-1
3618002,Mission,RM-2
5744004,Bernal Heights,RH-2
3617072,Mission,RH-3
5924012,Portola,RH-2
4218059,Potrero Hill,RH-2
6302037,Visitacion Valley,RH-1
7094044,Oceanview/Merced/Ingleside,RH-1
5524027,Bernal Heights,RH-2
5687003,Bernal Heights,RH-1
5556028,Bernal Heights,RH-1
6339020,Excelsior,RH-1
3640062,Mission,RH-2
2649009,Castro/Upper Market,RH-3
2692071,Castro/Upper Market,RH-3
7060027,Oceanview/Merced/Ingleside,RH-1
5054A078,Bayview Hunters Point,NC-S
6282006,Excelsior,RH-1
5663038,Bernal Heights,NCD-CORTLAND AVENUE
7090040,Oceanview/Merced/Ingleside,RH-1
7041023,Outer Mission,RH-1
4009002,Potrero Hill,RH-2
5574020,Bernal Heights,RH-1
6114013,Portola,RH-1
7030006A,Outer Mission,NCD-EXCELSIOR
3554109,Mission,RTO-M
3611023,Mission,RH-3
5662018,Bernal Heights,RH-1
4099020,Potrero Hill,RH-2
6494075,Excelsior,RH-1
4281A022,Potrero Hill,RH-2
6405001C,Excelsior,RH-1
3644021,Mission,NCT-VALENCIA
4267009,Mission,RH-2
0257009,Financial District/South Beach,CCB
3518023,South of Market,WMUG
5474029,Bayview Hunters Point,RH-1
4275012E,Mission,RH-2
5377025,Bayview Hunters Point,RH-1
7132014,Oceanview/Merced/Ingleside,RH-1
3730002,South of Market,WMUG
5710032,Bernal Heights,RH-2
5306021,Bayview Hunters Point,RH-2
6193016,Visitacion Valley,RH-1
6447021,Excelsior,RH-1
6301031,Visitacion Valley,RH-1
3512010,Mission,C-3-G
4991624,Bayview Hunters Point,C-2
6528077,Mission,RTO-M
6086006,Excelsior,RH-1
5554002,Bernal Heights,RH-1
6255020,Visitacion Valley,RH-1
3757002,South of Market,SALI
4711177,Bayview Hunters Point,RH-2
5523013,Bernal Heights,RH-2
0322001,Tenderloin,RC-4
4102025,Potrero Hill,RH-2
6153001A,Portola,RH-1
4088010A,Mission,RH-2
3589043,Mission,RTO-M
4810001,Bayview Hunters Point,RH-1
6795C002B,Outer Mission,RH-1
5949006,Excelsior,RH-1
0663031,Pacific Heights,RH-2
6360025,Visitacion Valley,RH-1
0718001,Tenderloin,NCD-LOWER POLK STREET
6468011A,Excelsior,RH-1
3979001,Potrero Hill,UMU
4711171,Bayview Hunters Point,RH-2
6971B002,Outer Mission,RH-1
3763081,Financial District/South Beach,CMUO
4971020,Bayview Hunters Point,RH-1
5335A086,Bayview Hunters Point,RH-1
6500031,Excelsior,RH-1(D)
3727083,South of Market,RED
0163020,North Beach,NCD-BROADWAY
4162047,Potrero Hill,RH-2
5891024A,Excelsior,RH-1
5878019,Portola,RH-1
6114004,Portola,RH-1
5539012,Bernal Heights,RH-1
7069026F,Oceanview/Merced/Ingleside,RH-1
0291004,Financial District/South Beach,C-3-O
3962014,Mission,UMU
6748043,Outer Mission,RH-2
6034057,Portola,RH-1
4074043,Potrero Hill,RH-2
3519042,South of Market,RCD
3211005N,Outer Mission,RH-1
0141003B,Financial District/South Beach,C-2
3722069,Financial District/South Beach,C-3-O(SD)
5319018,Bayview Hunters Point,RH-1
6447005,Excelsior,RH-1
6014010,Excelsior,RH-2
3608039,Mission,RH-3
5068006C,Visitacion Valley,RH-1
3615027,Mission,NCT-MISSION
3554055,Mission,RTO-M
4941038,Bayview Hunters Point,RH-1
4974033,Bayview Hunters Point,RH-1
5447006,Bayview Hunters Point,RH-1
6438006,Excelsior,RH-1(D)
5273016,Bayview Hunters Point,RH-1
3596069,Mission,RTO-M
6248037,Visitacion Valley,RH-1
3549033,Mission,UMU
4208027,Mission,RH-2
0147009,Chinatown,CCB
5083008,Bayview Hunters Point,RH-1
5534055,Bernal Heights,RH-1
0702003,Japantown,NCT-FILLMORE
0730048,Western Addition,RM-2
7028B018,Outer Mission,RH-1
0739001,Tenderloin,NCD-LOWER POLK STREET
7133022,Oceanview/Merced/Ingleside,RH-1
5643001,Bernal Heights,RH-2
